youtube_id,comment,target,stance
4DJtjyB1gvE,"Worked in hospital case management at this time, and it’s crazy how hazy I am about how things went. I can’t imagine what frontline workers feel in retrospect. Every day was a frenzy. The amount of nurses I know that quit/retired just from sheer burnout and received disrespect. I appreciate everyone who did what they could.",coronavirus pandemic,against
4DJtjyB1gvE,This is the first time I have ever been nervous to watch a frontline episode. The truth sucks sometimes.,coronavirus pandemic,against
4DJtjyB1gvE,"I've worked in biopharma for some times and I can confirm what the Dr. said at 31:02: putting PPE on, working in it and taking it of is really exhausting. I had to get through 3 stages of containment regularly and put on more and more protection equipment or change the equipment, and working for a few hours under these circumstances is really exhausting.",coronavirus pandemic,against
4DJtjyB1gvE,"My Son is a Pilot, based out of Seattle, and is still flying. Have I been worried? Absolutely!",coronavirus pandemic,neutral
4DJtjyB1gvE,"I lost my grandfather figure on December 28, 2020. He was in a coma and needed dialysis, but our hospital doesn’t have dialysis and he passed from organ failure. When I found out, I couldn’t eat for around 2-3 days. I grieved so hard that my face swole up and I couldn’t even drive through anywhere for food for over a week. To know that he was in a coma on his birthday (Christmas) hurt me so much. I messaged him and told him Happy Birthday, Merry Christmas and that I loved him. He unfortunately never got to see it. I’m thankful for the time that I had with him and that he knew that I loved him and vice versa, yet I still cry about his passing over 2.5 years later very often. He took every precaution, which is why it hurts even more.",coronavirus pandemic,neutral
4DJtjyB1gvE,If we don’t accept there is a problem we cannot combat this. Let the recent history (last 3- 4 months) be our education.,coronavirus pandemic,favor
4DJtjyB1gvE,"Excellent. We in Oregon watched our neighbor, Washington, go through these days. And we ourselves got our first presumptive cases in early March. So we have been taking things very seriously for a while now.  We can attest that social distancing works. I've been in social isolation coming up on six weeks. We will begin to open elective surgeries on Monday and sometime soon we hope to open rural counties who have not seen a lot of cases. Precautions still apply. We may start opening up the urban areas by late May.  We've not seen the typical spike happening elsewhere because we got to it quickly.  But if we open up too soon or not with proper precautions we could be right in the thick of it.  We are all in this together.",coronavirus pandemic,favor
4DJtjyB1gvE,This was another excellent documentary from Frontline I think that the journalist who narrated and directed this documentary should get at least five thumbs up I found it very informative very entertaining I loved it👍👍👍👍👍,coronavirus pandemic,favor
4DJtjyB1gvE,"I randomly came upon this video, then realized I don't want to relive this nightmare again so shut it down",coronavirus pandemic,against
4DJtjyB1gvE,Thanks to Miles O'Brien for putting things into perspective and Dr. Diaz and his team of health care workers for saving lives and alerting the rest of the country.,coronavirus pandemic,favor
4DJtjyB1gvE,"This is crazy! America is sick, I seriously want to be back in 2019 :/",coronavirus pandemic,against
4DJtjyB1gvE,"Herd immunity is mentioned in the video around 50:27. This can happen when most of the people is immune to an infectious disease (e.g. COVID-19 virus). When that happens, this can provide an indirect protection to those who are not immune to the disease. That's why vaccines are very essential. We cannot be complacent until researchers have found a vaccine for COVID-19. Salute to all our front liners!",coronavirus pandemic,favor
4DJtjyB1gvE,"I remember in January 2020, a co-worker of mine who had family in China was talking about how crazy it was getting over there, and how he had to keep sending them masks because there weren't any. I barely paid him any mind--Kobe had just died, and I was busy with my own problems. Week after week, my co-worker seemed to get more hysterical, talking about people dying, hospitals being built in record time, and I placated him--Dr. Drew on TV said the virus was no big deal! Just a cold! Then things started going missing in the office--hand sanitizer was being stolen, and paper towels and toilet paper. I had to start locking my desk. This was late February. I used to wake up at 4AM to get to work around 5:20AM so I could write and enjoy the silence, and I remember one morning I went to the supermarket at 5AM like I sometimes did, and the parking lot was full of cars--I had never seen this before. I ended up waiting in line almost fifty minutes to buy a chicken pot pie. Ten days later, it was all over--Covid was everywhere, the supermarkets were barren, and my city felt like a graveyard. The last time I stepped foot in my office, the security guard I was friendly with had bought up all the food in the company's mini store, and was running a black market out of his trunk. I bought a six pack of Perrier off of him for $20 because I love seltzer water and I was desperate. I was disturbed by this opportunistic change in his personality, and that was the last time I ever saw him--I've been working from home ever since. I've been fairly luck with Covid--I didn't lose anybody close (knock on wood), but my mom got it. Thankfully, she was vaccinated--could've been a lot worse. My best friend, on the other hand, lost his father last year, and two of my co-workers nearly died from it--one of them hasn't been right since. I learned a lot about people during Covid--people I thought I knew, I didn't really know. It brought out the best in some, and the worst in others. Maybe that was the only real good thing about it--you got to see who you really were.",coronavirus pandemic,against
4DJtjyB1gvE,we are living the si-fi movie,coronavirus pandemic,against
4DJtjyB1gvE,Great piece. I live in Seattle and learned somethings that I didn't know about. Everyone I know is really afraid of things opening too soon. I work for an essential business and I'm 70. Stressed is an understatement.,coronavirus pandemic,against
4DJtjyB1gvE,"Great job 👍👍👍 and great topic ~ A tale of two Washingtons!!!
This is what we needed from the mass media ~ facts, truth, and informative.  Just showing us that how many Americans' lives could have been saved if the US Federal leadership had been different.  Too many lives have been lost already, all because of an incompetent and pathological lair who takes no responsibility and demands absolute power.  really sad...",coronavirus pandemic,against
4DJtjyB1gvE,It feels different watching a documentary when its about something you have lived through,coronavirus pandemic,neutral
4DJtjyB1gvE,We need a part two.,coronavirus pandemic,favor
4DJtjyB1gvE,I feel like Im in a scary movie...where there is a Murderer somewhere out there but I have no idea where he's coming from to kill me...,coronavirus pandemic,against
VIDh6X3xPfI,"Join the AI Masterclass here: https://academy.dhruvrathee.com/aimasterclass
The fastest and most affordable way to upskill yourself in AI.",jeffrey epstein,neutral
VIDh6X3xPfI,"The ""Epstein files"" show how less we know about the world...",jeffrey epstein,against
VIDh6X3xPfI,"""Hell is empty and all the devils are here""

~ William Shakespeare",jeffrey epstein,against
VIDh6X3xPfI,"Democracy in NCERT💀💀🗿
Democracy in reality🤡🤡",jeffrey epstein,neutral
VIDh6X3xPfI,"The man whose name was NOT in Epstein files
*Vladimir Putin* :🗿🗿🗿",jeffrey epstein,against
VIDh6X3xPfI,"Justice for Sonam wangchuk, we all forget that he is still in jail😭😢",jeffrey epstein,against
VIDh6X3xPfI,""" If you want to check a man's character, give him power "" 
                                                            - Abraham Lincoln",jeffrey epstein,against
VIDh6X3xPfI,Criminals aajkal jail me nhi political parties me paaye jaate hai 🙂,jeffrey epstein,against
VIDh6X3xPfI,"As a girl, after seeing the Epstein files, I feel absolutely disgusted.😢",jeffrey epstein,against
VIDh6X3xPfI,"Internet on Normal Days 🙃
Internet during Exam Days ☠️🥶🗿🦁👿",jeffrey epstein,neutral
VIDh6X3xPfI,Criminals aajkal jail me nhi political parties me paaye jaate hai 🙂,jeffrey epstein,against
VIDh6X3xPfI,The biggest joke is that no arrests have been made till now ...,jeffrey epstein,against
VIDh6X3xPfI,Kudos to the female reporter who never stopped working on the Epstein case,jeffrey epstein,favor
VIDh6X3xPfI,India me 'epstein Files' hoti to ye files kabhi bhi samne nhi ati ...,jeffrey epstein,against
VIDh6X3xPfI,The saddest fact is no arrest since 20 years.,jeffrey epstein,against
VIDh6X3xPfI,It now feels like i was living under a rock all this time...,jeffrey epstein,against
VIDh6X3xPfI,Law is only for poor people not for rich people.😂,jeffrey epstein,against
VIDh6X3xPfI,*Nehru with Einstein and Modi with Epistein* 😂😂,jeffrey epstein,neutral
VIDh6X3xPfI,"Youtubers Generally 😴😴😴😴
During Boards  👿📈🥵🥵😋",jeffrey epstein,against
VIDh6X3xPfI,Just to distract us from Epstein files World leaders started WAR,jeffrey epstein,against
VIDh6X3xPfI,Squid Game doesn't seem unreal now 😢,jeffrey epstein,neutral
VIDh6X3xPfI,"“Hell isn’t empty, it’s overcrowded with suits and ties.”",jeffrey epstein,against
VIDh6X3xPfI,*1:53** India media ❌ dhruv rathee ✅*,jeffrey epstein,neutral
VIDh6X3xPfI,Nahi Chahiye aisi sarkaar 😭😭,jeffrey epstein,against
VIDh6X3xPfI,If they expose every name in the The Epistein Files the entire system will collapse.,jeffrey epstein,against
VIDh6X3xPfI,Dhruv rathee to modi :- jis din tere khilaf ek bi sabut mila na 😅,jeffrey epstein,against
VIDh6X3xPfI,Itna berojgar hu video aate hi dekh leta hu😂😂,jeffrey epstein,against
VIDh6X3xPfI,Modi ko English nahi aati isliye direct baat nahi ki hogi 😂😂😂😂,jeffrey epstein,neutral
VIDh6X3xPfI,"😢😢आज रोना आ गया कितनी मुश्किल से आजादी मिली ओर आज ये सब मेरा सभी से से अनुरोध है 
समभल जाओ plz",jeffrey epstein,against
VIDh6X3xPfI,Humanity is totally f*cked 😥,jeffrey epstein,against
VIDh6X3xPfI,World is very cruel to girls😢😢😢,jeffrey epstein,against
VIDh6X3xPfI,Worst part is none of them were arrested,jeffrey epstein,against
VIDh6X3xPfI,"Mr. Dhruv Rathee, 🙏🏻
We requesting you to making a video on Racism Against Northeast Indian. You have a large amount of audiance in India. I hope it will affect people's mentally ❤",jeffrey epstein,neutral
VIDh6X3xPfI,"Modi ji was selling "" chai "" at Epstein island",jeffrey epstein,against
VIDh6X3xPfI,Nothing Will happen in India.. India is dead democracy.. dead economy.. dead people,jeffrey epstein,against
VIDh6X3xPfI,Hacker ki Entry hogai💀,jeffrey epstein,against
VIDh6X3xPfI,"The only man who is suffering in this world is common man

Laws made for us
Our problems is just took years to resolve 
Taxes at the peak
Using sugarcanes in our vehicles",jeffrey epstein,against
VIDh6X3xPfI,"Ever single politician in india is convicted of rape, and malpractice , nothing new here",jeffrey epstein,against
VIDh6X3xPfI,"Sir, I am from Dhanbad district, Jharkhand, India. An ethanol factory in our area is causing serious air pollution. Black soot/dust is covering our house roofs and the air quality has become very poor. It is difficult to breathe and live normally.

Earlier, when villagers peacefully protested against this pollution, several key people were booked with 3–4 legal cases. This has created fear among residents, and now many are scared to raise their voices.

Despite complaints, no strict action has been taken. Please @dhruvrathee Sir, kindly look into this issue and raise awareness so authorities take responsibility. Our health and environment are at serious risk. We urgently need attention.",jeffrey epstein,against
VIDh6X3xPfI,Modi’s/Anil Ambani’s name in epstein files but we wont see media talking about this!!,jeffrey epstein,against
VIDh6X3xPfI,"I think we are not being educated well,cause the education is not telling us the truth of this world ""the things we are studying is not all truth we need to know well""🙂",jeffrey epstein,against
VIDh6X3xPfI,Gyanesh Kumar be like: A sab file publicly published Krna sahi h kya 😂🤣,jeffrey epstein,neutral
VIDh6X3xPfI,Andha kanoon ❌ andhi janta ✅,jeffrey epstein,against
VIDh6X3xPfI,"Moral- Lust is very dangerous, win over lust win over life",jeffrey epstein,against
VIDh6X3xPfI,Agr ye files india me hoti to kbhi pta hi nhi chalta😮,jeffrey epstein,neutral
VIDh6X3xPfI,Bhaiya Stephen Hawking reh gaya😂😂😂,jeffrey epstein,neutral
VIDh6X3xPfI,"आइंस्टीन with नेहरू 
एपस्टीन with मोदी 😂😂",jeffrey epstein,against
VIDh6X3xPfI,this is getting darker day by day... are we really safe with these politicians?,jeffrey epstein,against
VIDh6X3xPfI,""" The general population doesn't know what's happening and it doesn't even know that it doesn't know """,jeffrey epstein,against
VIDh6X3xPfI,"Moral of the story, the so called leaders who are pretending to be in charge are actually puppets",jeffrey epstein,against
LNWtFt8PB0M,Omg sadaaf acting as Anushka was so very 100 %  accurate and funny 😂😂,splitsvilla,favor
LNWtFt8PB0M,So sadaf can make fun of Anushka but Anushka couldn't make fun of Sadaf. Matlab splitsvilla tumhare papa ka hai kya,splitsvilla,against
LNWtFt8PB0M,Akanksha & Gullu 🔥 Angel and Devil duo ❤,splitsvilla,neutral
LNWtFt8PB0M,Akanksha again did a strong come back this girl is just soo fiercy love her♥️,splitsvilla,favor
LNWtFt8PB0M,Akku and gullu looking cute together as in friendship 😍,splitsvilla,neutral
LNWtFt8PB0M,Kaira always stands for right alwys love her she shows the class to himanshu,splitsvilla,against
LNWtFt8PB0M,Akanksha and gullu love them tom and jerry cute friendshipp❤❤,splitsvilla,neutral
LNWtFt8PB0M,I never found Sadhaaf so funny....... She doesn't get along well with Anushka but her acting of Anushka is on point😂,splitsvilla,against
LNWtFt8PB0M,"This season ,Female contestants are stronger, no doubt. Competition is intense. Among males, Gullu is the only one who stands out.",splitsvilla,favor
LNWtFt8PB0M,Aakanksha looking so pretty yrr in dome and this entertainment challenge too❤❤❤❤,splitsvilla,neutral
LNWtFt8PB0M,Suzzane back on throne😙💅,splitsvilla,favor
LNWtFt8PB0M,"Akanksha is save again ❤
Sorab and  Niharika on thron ❤",splitsvilla,favor
LNWtFt8PB0M,Akanksha faced worst situation still she stood strong and faced all this shit is commendableee idc what other contestant and haters say that she is neg blah blah but as much i observe she is really strong and feminine womennn love her and kairaaa❤❤❤❤,splitsvilla,favor
LNWtFt8PB0M,Lmao makers ne fav ka slap scene hata diya or woh bhi jo usne diksha ko bola tha,splitsvilla,against
LNWtFt8PB0M,Deeptanshu and Anushka are ideal match in parallel universe.........they didn't hold grudges outside the show unlike others and they are entertaining duo,splitsvilla,favor
LNWtFt8PB0M,Himanshu is just ragebaiting them all at this point which is funny to watch 😂😂😂,splitsvilla,against
LNWtFt8PB0M,1:10 Ron😂😂,splitsvilla,favor
LNWtFt8PB0M,0:35 suzzaine on throne ❤❤,splitsvilla,favor
LNWtFt8PB0M,Suzzane niharika back on throne wow,splitsvilla,favor
LNWtFt8PB0M,Suzzy did what she said 😍🔥,splitsvilla,favor
LNWtFt8PB0M,Yes sorika back to their throne 😭,splitsvilla,against
LNWtFt8PB0M,Akanksha's kya was so sweet for some reason 😭,splitsvilla,neutral
LNWtFt8PB0M,When gullu was acting like yogesh...... Akanksha was blushing and memorising all the moments she spent with him😢it brings her a big smile,splitsvilla,neutral
LNWtFt8PB0M,Sadaf and Sandy acting ufff 😂😂😂😂😂,splitsvilla,neutral
LNWtFt8PB0M,Lmao sadaaf literally ATE that act even sandy & asmita lol i'm so excited for next episode it seems so fun😭,splitsvilla,favor
LNWtFt8PB0M,0:29 it's neharika on throne 🔥,splitsvilla,neutral
LNWtFt8PB0M,"Sunny being sadaaf’s mom,ideal match whatever nd proving that again nd again lol",splitsvilla,neutral
LNWtFt8PB0M,Sandy nailed it😂,splitsvilla,favor
LNWtFt8PB0M,Sandy sadaf Asmita nailed it 🔥,splitsvilla,favor
LNWtFt8PB0M,Sadaaf that is truly Anushka's catwalk 😂😂,splitsvilla,neutral
LNWtFt8PB0M,"Whatever it is they ruled 
Sandy ❤
Niharika ❤
Asmita❤
Akansha ❤
Kaira ❤they are my fvrtt... 💃👑💅❤️‍🔥😮‍💨",splitsvilla,favor
LNWtFt8PB0M,Sadhaaf and Sandy so funny ❤😂,splitsvilla,neutral
LNWtFt8PB0M,"Abhi Sunny mata ayegi apni 
Aunty jaisi beti sadak ko support karne 
Anushka ko itna mocking way dikhaya hai 
😂😂 uss aunty ne 
But isko return mei respect chaiye",splitsvilla,against
LNWtFt8PB0M,Sab ek traf but ron oh my god😂😂😂gjbbb ka bnda hai bhai 😂😂,splitsvilla,against
LNWtFt8PB0M,Sadhaaf that was funny 🤣🤣,splitsvilla,neutral
LNWtFt8PB0M,Angel and devil looks so Preeti 🥹♥️💋kisiki nazar nalagey😗,splitsvilla,neutral
LNWtFt8PB0M,I literally I don't like Akanksha pata nahin itni irritating hai how can someone tolerate that person so irritating just rejected the person she was totally mad I don't know why all of them are so loving it I literally hate that,splitsvilla,against
LNWtFt8PB0M,Akanksha kitni pyaari lag rahi hain white dress pe🤍,splitsvilla,neutral
LNWtFt8PB0M,Angel aur Devil ❤,splitsvilla,neutral
LNWtFt8PB0M,"Yogesh and ron ki fight may be "" kya krlega ron ki voice thi""",splitsvilla,neutral
LNWtFt8PB0M,Akku is best farmoes ❤,splitsvilla,neutral
LNWtFt8PB0M,"Not even anushka 's fan , but why the hell they always target her ?",splitsvilla,against
LNWtFt8PB0M,"This season is full of bullying Anushka and Himanshu literally biased towards Gullu ,Sadaf and Kaira 🤨 bullshit",splitsvilla,against
LNWtFt8PB0M,Niharika and sorab became ideal match once again 🎉 0:29,splitsvilla,favor
LNWtFt8PB0M,Angel devil ❤,splitsvilla,neutral
LNWtFt8PB0M,Akanksha Choudhury ❤❤,splitsvilla,neutral
LNWtFt8PB0M,She just using gullu for content😂😂😂😂,splitsvilla,against
LNWtFt8PB0M,Sandy and sadhaf nailing itt brrr,splitsvilla,neutral
LNWtFt8PB0M,Ohh my fav in one frame 🎉😅akku& gullu😚☺️😍🤩,splitsvilla,neutral
LNWtFt8PB0M,Yogesh 🔥,splitsvilla,neutral
MYB0SVTGRj4,"To try everything Brilliant has to offer for free for a full 30 days, visit http://www.brilliant.org/howmoneyworks. You’ll also get 20% off an annual premium subscription.",artificial intelligence,neutral
MYB0SVTGRj4,"I am an attendant in a carpark and on a daily basis I hear ""oh thank god there's a real person here"" from a customer with a problem.",artificial intelligence,neutral
MYB0SVTGRj4,"""Sounds like a problem for next quarter"" - shareholders and CEOs",artificial intelligence,neutral
MYB0SVTGRj4,So basically the system is just going to turn into a circle jerk of rich people scamming each other until theres only 1 ultimate scammer left 😂,artificial intelligence,against
MYB0SVTGRj4,"The video really nails the fear that if everyone’s automated out of a job, nobody’s going to be left who can actually buy anything, which is kind of the question I keep running into while designing approval processes in pneumatic workflow.",artificial intelligence,favor
MYB0SVTGRj4,This is like that episode of The Twilight Zone where a CEO replaces all his employees with robots until he himself ultimately gets replaced,artificial intelligence,against
MYB0SVTGRj4,CEO's never think that far ahead ....Which is why we keep having financial crises every 10-11 years.,artificial intelligence,against
MYB0SVTGRj4,"The masses are growing increasingly aware to all this, yet the media will gaslight us with,""Why aren't people having kids?!?""",artificial intelligence,against
MYB0SVTGRj4,What a shitty time to be alive,artificial intelligence,against
MYB0SVTGRj4,Don't know why AI is such a big deal when most CEOs could be replaced by a six sided die or magic 8 ball.,artificial intelligence,against
MYB0SVTGRj4,"""Achieving short term profits every quarter results in long term profits."" - Literally every CEO...right before they announce they need a bailout.",artificial intelligence,against
MYB0SVTGRj4,"Every company will play the race to the bottom game:  Our competitors are using AI to reduce costs, so we must do the same.  Literally no one is asking who the customer will be if masses are unemployed because the thinking is still 'well, someone else will buy it'",artificial intelligence,against
MYB0SVTGRj4,"So basically there's a future out there where 90% of the population just dies, and the economy becomes a playground for the top 1% of people? That's cool. Totally not terrifying.",artificial intelligence,against
MYB0SVTGRj4,"“If you think that sounds depressing, then welcome to the channel”

Damn.",artificial intelligence,neutral
MYB0SVTGRj4,"Historically, when food hits 25% of income, a society starts to unravel. At 50%, you have revolution.",artificial intelligence,neutral
MYB0SVTGRj4,"AI is more suited to replacing CEOs than plumbers. An AI CEO requires no salary, no bonuses, no office, and can work 24 hours a day 7 days a week. An AI CEO never gets sick, never takes vacation, and requires no health insurance.",artificial intelligence,favor
MYB0SVTGRj4,1:52 making sure the editors know they're replaceable and don't ask for a raise lmao,artificial intelligence,against
MYB0SVTGRj4,"EMPLOYER:  “Where do you see yourself in five years?”

ME:  “Fighting Skynet along with anyone else still alive. Come with me if you want to live.”",artificial intelligence,against
MYB0SVTGRj4,"Modern management: 
work at company 
Ruin company
Quit after 3 years
Go to next company
Rinse and repeat",artificial intelligence,against
MYB0SVTGRj4,6:48 the irony of this ad on a video talking about AI taking our jobs is hilarious,artificial intelligence,against
MYB0SVTGRj4,"One thing that's often overlooked in these discourses is that, historically, one doesn't want a populous that feels they have nothing left to lose. Because they'll eventually turn their attention towards the people with the disproportionate amount of wealth and power. And both of those things only hold value so long as people believe in them.

Assuring worker's rights, fair pay, and quality of life isn't solely for the sake of doing the right thing... It's also for the sake of self-preservation.",artificial intelligence,against
MYB0SVTGRj4,"Imagine the millions saved if an entire executive team is replaced by AI. If you think about it, all executives are really payed to do is sit around and think strategically, what does this better than AI?",artificial intelligence,favor
MYB0SVTGRj4,"It is often said that ""People need to work in order to eat""
But I've read in a novel somewhere that ""People need to eat in order to work""

It may seem the same, but the emphasis is not.",artificial intelligence,neutral
MYB0SVTGRj4,"Automation and AI cut costs for companies but robots do not pay taxes or buy groceries. That makes it a self-eating snake. If too many people lose jobs the consumer base disappears and the whole system collapses. The fix is simple. Fine, use AI, but make them pay. Put a payroll-style tax on companies that replace workers so they still contribute as if those jobs existed. Tax the massive resources these data centers consume, from electricity to water that is taken away from local communities. Use that revenue to fund retraining, income credits, and lower household bills so people keep buying power.

Some will say we need to do whatever it takes to beat China or any other country in AI. But if beating them means hollowing out your own people, draining your towns for server farms, and leaving families broke, that is not victory, it is suicide. If China forsakes its own people for AI and robots it collapses too. Strength comes from citizens who can afford homes, raise families, and see a future, not from machines that never spend a dollar.",artificial intelligence,against
MYB0SVTGRj4,Ever notice how people who already have more money than they could ever possibly use are absolutely desperate to get more?,artificial intelligence,against
MYB0SVTGRj4,"2015 - learn to code Bro
2025 - put the fries in the bag Bro",artificial intelligence,neutral
MYB0SVTGRj4,"The thing with the videogame market is that"" whales"" aren't exactly just a bunch of rich people playing. They're also a lot of people with gambling addiction playing games specifically designed to exploit their weaknesses like an unregulated casino would, and sink them into financial ruin.",artificial intelligence,against
MYB0SVTGRj4,"""There is more money to be made by catering to other rich people, and everybody else can be kept around as entertainment."" 5:30 You know you just described The Hunger Games, right?",artificial intelligence,against
MYB0SVTGRj4,"Born to soon to see the galaxy,
Born just in time to be unemployed.",artificial intelligence,neutral
MYB0SVTGRj4,"Even before AI and able robots, it's simple: If I don't have money to spend beyond reality bills (mortgage, rent, power, water, car insurance, food, etc,.) I CAN'T BUY WHATEVER IT IS YOU'RE SELLING! Over 2,300 years ago, Alexander the Great understood that wealth should not be hoarded, but circulated. And robots don't buy cars or hamburgers.",artificial intelligence,against
MYB0SVTGRj4,"""lets automate everything except for the higher ups making all the dough""
""oh shit noone can afford anything due to every job being automated""",artificial intelligence,against
MYB0SVTGRj4,Can’t wait for AI to be lawyers and get mad at each other like Siri v Alexa,artificial intelligence,against
MYB0SVTGRj4,"This will end like the introduction of chatbots as customer service:

-CEOs : happy, they cut costs, get more bonus

-Customers: praying to be attended by a real human to solve their issues.

-Workers: most lost their job, and the ones remaining have to deal with extra work and angry customers who just talked to a bot for 30 min and solved nothing.",artificial intelligence,against
MYB0SVTGRj4,"Elysium is the end-game. All the rich people will have robotic helpers, great healthcare, and beautiful walled gardens of Eden to enjoy. The masses? Well….that’s what the walls are for.",artificial intelligence,against
MYB0SVTGRj4,"It’s hilarious to me that in every futuristic utopia shown in movies and tv. The chefs, maids, and construction workers are all automated with robots and machines. 
Yet here we are, watching Ai passing the BAR, getting M.D.s, and inflating the PhD thesis publishers with similar language & jargon.",artificial intelligence,favor
MYB0SVTGRj4,"Here’s the thing, AI can do some stuff but it kind of sucks. It’s like hiring a faster worker who makes a ton of mistakes.",artificial intelligence,against
MYB0SVTGRj4,The biggest bang for the buck… err how to “maximize shareholder value” would be to replace the entire executive board at any major company with AI.,artificial intelligence,favor
MYB0SVTGRj4,"_""Who's going to buy everything.?""_

Nobody will buy anything. They didn't think that part through. Billionaires think that if they replace all their staff with AI, they can make even more money. That they can just sit around, push a button and watch the money roll in. This shows a basic lack of understanding of economics. It also shows that we as a society need to get over our child-like worship of billionaires.",artificial intelligence,against
MYB0SVTGRj4,"Mass unemployment, poor food security and desperate people who feel like they have nothing left to lose is how governments are toppled and society radically transformed.",artificial intelligence,against
MYB0SVTGRj4,"Of all of the dystopian fiction I’ve read, Margaret Atwood’s MaddAddam trilogy really seems like the most accurate to how things will actually be. A world separated into walled off rich corporate world and then the rest of us, the pleebs.",artificial intelligence,against
MYB0SVTGRj4,"it's kinda what we are seeing in the car markets all over the world, car manufacturers have basically doubled the price of their products and killed the production of budget friendly vehicles, they are basically catering the more profitable top 10% and everybody else is left on used cars",artificial intelligence,against
MYB0SVTGRj4,If everyone’s jobs are taken then everything should be free. The whole point of things costing money is your paying for someone to stop doing what they want and do a specific action. If there’s no one taking time out to do specific actions then you shouldn’t need money.,artificial intelligence,neutral
MYB0SVTGRj4,“AI will make money meaningless”- random AI bro,artificial intelligence,against
MYB0SVTGRj4,"4:00 funny that you showed Horizon in this montage, since the lore is literally about how the AI boom lead to extinction.",artificial intelligence,against
MYB0SVTGRj4,We can't afford homes. No jobs.  No Healthcare. Our parents were continuously fucked over. The wealth gap seems to increase. The amount of wealth seems to only pile higher at the top.,artificial intelligence,against
MYB0SVTGRj4,The reason that CEOs are not concerned about billions of unemployed people unable to buy products is because they know that those people will no longer be alive.,artificial intelligence,against
MYB0SVTGRj4,"Man, isn't it great how we've effectively reinvented landed aristocracy and feudalism...?",artificial intelligence,against
MYB0SVTGRj4,"The ensuing violance, political unrest, revolts should really be addresed in this type of videos.",artificial intelligence,against
MYB0SVTGRj4,lol governments and companies don’t do long term planning. It’s always about next election and this quarter,artificial intelligence,against
MYB0SVTGRj4,We should not support businesses that are not employing our people,artificial intelligence,against
QQYgCxu988s,"Guys!

I am so glad that this video reached so many people and is being used in so many schools around the world.

It is so important to raise awareness about the fast growing environmental issues we are facing.

So please share this video as much as you can with your friends and families !

Take care!
Romain.",humans and nature,favor
QQYgCxu988s,lmao i came here for a homework :o),humans and nature,neutral
QQYgCxu988s,Pov: you're here bc of your modules/homework,humans and nature,neutral
QQYgCxu988s,I am came here for homework,humans and nature,neutral
QQYgCxu988s,"I think this video really goes to show how badly we have damaged the earth, how it was beautiful and because of our greediness it now looks death and that sadly there is probably not a comeback, sure we could still do something to make it better but that doesn’t mean it will ever look like it once did ever again. It is very sad.",humans and nature,against
QQYgCxu988s,"I think that the day of the planet should not be celebrated because it is something that should be done every day, in short, we depend on it 🌎🌎🌎❤️",humans and nature,against
QQYgCxu988s,"Sometimes we believe that the end of the world is a long term thing but it is closer than we think, we leave animals without habitats just to have a short satisfaction. I believe that we must take action and improve our world, even with green energies we could have a faster change. I hope that many people can become aware of the damage we generate daily and seek to change the environment.",humans and nature,favor
QQYgCxu988s,"We are part of nature, and nature provides space for all species, including humans, to survive and thrive. Humans need to live in harmony with nature, and I hope everyone can cherish nature and protect the environment.",humans and nature,favor
QQYgCxu988s,"Hey guys!
Thank you all for the enthusiastic responses.
If you enjoyed the music, you can now listen to it on every audio streaming platform: https://artist.landr.com/music/672985626294
And if you want to support my work as a composer, please subscribe to this channel.
Cheers!",humans and nature,neutral
QQYgCxu988s,I was born on world environment day and that's why biology is my favourite subject and greenery makes me happy 💚,humans and nature,favor
QQYgCxu988s,"We do not know what will happen at the end of time, so life passes quickly",humans and nature,neutral
QQYgCxu988s,"Hello everyone,

I am so glad that this video has reached so many people, and I wish it could reach even more, to help raise awareness about the environmental issues that we are facing, more and more every day.

If you enjoyed and want to support my work, please do so here: https://buymeacoffee.com/romainpennescomposer
I would greatly appreciate it.

Please also check out my latest short film Animals, which talks about another topic that is very dear to me: https://youtu.be/TnsdSdsgnK8

Finally, if you enjoyed One Earth's music, you can now listen to it on every audio streaming platform: https://artist.landr.com/music/672985626294

Thank you!
Romain.",humans and nature,favor
QQYgCxu988s,"I love this type of videos, where it makes us reflect on the pollution we cause on our planet, while every day animals are dying and destroying our world, I hope that one day we stop all this, and that the whole society becomes aware 💞",humans and nature,favor
QQYgCxu988s,"Vegetation, plants, trees, animals, are our world, we must take care of it and respect it because it is part of our life. ¡Happy Earth Day Everyone! 💙🌏🌱✨ #ActNow #LetsSaveOurWorld #SaveTheWorld ✨🌎",humans and nature,favor
QQYgCxu988s,I'm so sorry we caused the pollution...😔,humans and nature,against
QQYgCxu988s,"It tells the story of how we massively use resources around the world for our short term profit, by deforestation, mining, burning fossil fuels, consuming and expanding. This sadly leads to the many environmental issues we face today, including global pollution, climate change, and the extinction of animal species.",humans and nature,against
